"","subject","block","trial","rt","card1","card2","ch_card","unch_card","key1","key2","response_key","ch_key","unch_key","reward","reward_oneback","prob_ch","prob_unch","stay_card","stay_key","stay_unch","reoffer_ch_card","reoffer_unch_card","reoffer_ch_key","reoffer_unch_key","accuracy","delta_exp_value","number_inattention","instructions_mistakes","bonus","card_in_left","card_in_middle_left","card_in_middle_right","card_in_right","counterbalance_reward","counterbalance_stimuli","prob_reward_1","prob_reward_2","prob_reward_3","prob_reward_4"
"12512",63,"3",112,1221,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","0",0.717,0.74,1,0,0,1,1,1,0,0,0.023,0,2,0.005,"red","null","cyan","null",1,2,0.74,0.527,0.717,0.516
"12513",63,"3",113,1815,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","1","1",0.494,0.529,1,0,0,1,1,0,0,0,0.035,0,2,0.005,"null","cyan","null","red",1,2,0.727,0.494,0.726,0.529
"12514",63,"3",114,824,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","0","1",0.747,0.519,1,0,0,1,1,0,1,1,0.228,0,2,0,"null","null","cyan","red",1,2,0.731,0.501,0.747,0.519
"12515",63,"3",115,1030,"red","cyan","red","cyan","right","middle_right","k","right","middle_right","1","0",0.516,0.733,0,0,1,1,1,1,1,0,0.217,0,2,0.005,"null","null","cyan","red",1,2,0.763,0.51,0.733,0.516
"12516",63,"3",116,1949,"red","cyan","red","cyan","left","middle_right","s","left","middle_right","1","1",0.723,0.744,1,0,0,1,1,0,1,0,0.021,0,2,0.005,"red","null","cyan","null",1,2,0.723,0.488,0.744,0.522
"12517",63,"3",117,1660,"red","cyan","cyan","red","middle_right","left","s","left","middle_right","1","1",0.719,0.765,0,1,0,1,1,1,1,0,0.046,0,2,0.005,"cyan","null","red","null",1,2,0.719,0.513,0.765,0.496
"12518",63,"3",118,1692,"red","cyan","cyan","red","middle_left","right","k","right","middle_left","1","1",0.493,0.51,1,0,0,1,1,0,0,0,0.017,0,2,0.005,"null","red","null","cyan",1,2,0.734,0.51,0.775,0.493
"12519",63,"3",119,781,"red","cyan","red","cyan","left","right","s","left","right","1","1",0.772,0.514,0,0,0,1,1,1,0,1,0.258,0,2,0.005,"red","null","null","cyan",1,2,0.772,0.507,0.77,0.514
"12520",63,"3",120,804,"red","cyan","red","cyan","right","middle_left","k","right","middle_left","1","1",0.509,0.493,1,0,1,1,1,0,1,1,0.016,0,2,0.005,"null","cyan","null","red",1,2,0.779,0.493,0.739,0.509
"12521",63,"3",121,781,"red","cyan","cyan","red","left","right","k","right","left","0","1",0.508,0.78,0,1,0,1,1,1,0,0,0.272,0,2,0,"red","null","null","cyan",1,2,0.78,0.478,0.724,0.508
"12522",63,"3",122,1277,"red","cyan","red","cyan","left","middle_left","s","left","middle_left","1","0",0.769,0.463,0,0,1,1,1,0,1,1,0.306,0,2,0.005,"red","cyan","null","null",1,2,0.769,0.463,0.774,0.502
"12523",63,"3",123,620,"red","cyan","red","cyan","left","right","s","left","right","1","1",0.77,0.496,1,1,0,1,1,1,0,1,0.274,0,2,0.005,"red","null","null","cyan",1,2,0.77,0.425,0.763,0.496
"12524",63,"3",124,1604,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","1","1",0.47,0.496,1,0,0,1,1,0,1,0,0.026,0,2,0.005,"null","red","null","cyan",1,2,0.781,0.47,0.74,0.496
"12525",63,"3",125,829,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","0","1",0.451,0.768,0,1,0,1,1,1,0,0,0.317,0,2,0,"red","cyan","null","null",1,2,0.768,0.451,0.702,0.493
"12526",63,"3",126,595,"red","cyan","red","cyan","left","middle_right","s","left","middle_right","1","0",0.731,0.725,0,0,1,1,1,0,1,1,0.00600000000000001,0,2,0.005,"red","null","cyan","null",1,2,0.731,0.475,0.725,0.503
"12527",63,"3",127,636,"red","cyan","cyan","red","middle_right","left","s","left","middle_right","0","1",0.742,0.703,0,1,0,1,1,1,1,1,0.039,0,2,0,"cyan","null","red","null",1,2,0.742,0.472,0.703,0.51
"12528",63,"3",128,742,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","1","0",0.679,0.495,0,0,1,1,1,0,1,1,0.184,0,2,0.005,"null","cyan","red","null",1,2,0.723,0.495,0.679,0.469
"12529",63,"3",129,704,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","1",0.689,0.495,1,1,0,1,1,1,0,1,0.194,0,2,0.005,"null","null","red","cyan",1,2,0.741,0.49,0.689,0.495
"12530",63,"3",130,667,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","0","1",0.684,0.478,1,1,0,1,1,1,1,1,0.206,0,2,0,"null","null","red","cyan",1,2,0.708,0.52,0.684,0.478
"12531",63,"3",131,1375,"red","cyan","red","cyan","left","middle_right","s","left","middle_right","0","0",0.699,0.694,1,0,0,1,1,1,0,1,0.005,0,2,0,"red","null","cyan","null",1,2,0.699,0.504,0.694,0.461
"12532",63,"3",132,676,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","0","0",0.686,0.526,0,0,1,1,1,0,1,1,0.16,0,2,0,"null","red","cyan","null",1,2,0.707,0.526,0.686,0.459
"12533",63,"3",133,820,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","1","0",0.542,0.7,0,0,1,1,1,0,1,0,0.158,0,2,0.005,"cyan","red","null","null",1,2,0.7,0.542,0.711,0.466
"12534",63,"3",134,444,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","0","1",0.498,0.433,1,1,0,1,1,1,0,1,0.065,0,2,0,"null","red","null","cyan",1,2,0.717,0.498,0.691,0.433
"12535",63,"3",135,1050,"red","cyan","cyan","red","left","right","k","right","left","1","0",0.437,0.727,0,0,1,1,1,0,1,0,0.29,0,2,0.005,"red","null","null","cyan",1,2,0.727,0.516,0.703,0.437
"12536",63,"3",136,537,"red","cyan","cyan","red","left","right","k","right","left","0","1",0.456,0.749,1,1,0,1,1,1,1,0,0.293,0,2,0,"red","null","null","cyan",1,2,0.749,0.502,0.706,0.456
"12537",63,"3",137,821,"red","cyan","cyan","red","right","left","s","left","right","0","0",0.765,0.442,1,0,1,1,1,1,1,1,0.323,0,2,0,"cyan","null","null","red",1,2,0.765,0.513,0.716,0.442
"12538",63,"3",138,1092,"red","cyan","red","cyan","right","left","k","right","left","1","0",0.441,0.778,0,0,1,1,1,1,1,0,0.337,0,2,0.005,"cyan","null","null","red",1,2,0.778,0.506,0.739,0.441
"12539",63,"3",139,1364,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","0","1",0.732,0.737,1,0,0,1,1,0,1,0,0.005,0,2,0,"cyan","null","red","null",1,2,0.737,0.492,0.732,0.422
"12540",63,"3",140,443,"red","cyan","cyan","red","right","left","s","left","right","1","0",0.736,0.421,0,0,1,1,1,0,1,1,0.315,0,2,0.005,"cyan","null","null","red",1,2,0.736,0.545,0.725,0.421
"12541",63,"3",141,533,"red","cyan","red","cyan","left","right","s","left","right","1","1",0.754,0.382,0,1,0,1,1,1,1,1,0.372,0,2,0.005,"red","null","null","cyan",1,2,0.754,0.544,0.735,0.382
"12542",63,"3",142,1078,"red","cyan","cyan","red","right","left","s","left","right","1","1",0.78,0.383,0,1,0,1,1,1,1,1,0.397,0,2,0.005,"cyan","null","null","red",1,2,0.78,0.539,0.752,0.383
"12543",63,"3",143,620,"red","cyan","red","cyan","left","middle_left","s","left","middle_left","1","1",0.82,0.525,0,1,0,1,1,1,0,1,0.295,0,2,0.005,"red","cyan","null","null",1,2,0.82,0.525,0.756,0.384
"12544",63,"3",144,415,"red","cyan","cyan","red","right","left","s","left","right","1","1",0.85,0.366,0,1,0,1,1,1,0,1,0.484,0,2,0.005,"cyan","null","null","red",1,2,0.85,0.514,0.763,0.366
"12545",63,"3",145,1452,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","1","1",0.523,0.785,1,0,0,1,1,0,0,0,0.262,0,2,0.005,"null","cyan","red","null",1,2,0.85,0.523,0.785,0.365
"12546",63,"3",146,454,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","0","1",0.494,0.792,1,1,0,1,1,1,1,0,0.298,0,2,0,"null","cyan","red","null",1,2,0.85,0.494,0.792,0.36
"12547",63,"3",147,701,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","1","0",0.81,0.475,0,0,1,1,1,1,1,1,0.335,0,2,0.005,"null","cyan","red","null",1,2,0.85,0.475,0.81,0.323
"12548",63,"3",148,469,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","1",0.794,0.85,1,1,0,1,1,1,0,0,0.0559999999999999,0,2,0.005,"cyan","null","red","null",1,2,0.85,0.493,0.794,0.327
"12549",63,"3",149,884,"red","cyan","cyan","red","middle_left","right","k","right","middle_left","0","1",0.359,0.501,0,0,0,1,1,0,0,0,0.142,0,2,0,"null","red","null","cyan",1,2,0.85,0.501,0.799,0.359
"12550",63,"3",150,828,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","0","0",0.524,0.366,1,0,1,1,1,1,1,1,0.158,0,2,0,"null","cyan","null","red",1,2,0.85,0.524,0.783,0.366
"12551",63,"4",151,964,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","1","0",0.525,0.371,1,1,0,1,1,1,1,1,0.154,0,2,0.005,"null","cyan","null","red",1,2,0.816,0.525,0.789,0.371
"12552",63,"4",152,1182,"red","cyan","cyan","red","left","right","k","right","left","1","1",0.376,0.788,1,0,1,1,1,0,1,0,0.412,0,2,0.005,"red","null","null","cyan",1,2,0.788,0.539,0.786,0.376
"12553",63,"4",153,1147,"red","cyan","cyan","red","middle_right","right","k","right","middle_right","0","1",0.334,0.783,1,1,0,1,1,1,0,0,0.449,0,2,0,"null","null","red","cyan",1,2,0.8,0.539,0.783,0.334
"12554",63,"4",154,644,"red","cyan","red","cyan","middle_left","middle_right","f","middle_left","middle_right","1","0",0.556,0.77,0,0,0,1,1,0,1,0,0.214,0,2,0.005,"null","red","cyan","null",1,2,0.778,0.556,0.77,0.354
"12555",63,"4",155,741,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","1",0.777,0.348,1,0,1,1,1,0,1,1,0.429,0,2,0.005,"null","null","red","cyan",1,2,0.785,0.53,0.777,0.348
"12556",63,"4",156,917,"red","cyan","cyan","red","left","right","k","right","left","0","1",0.359,0.805,0,0,1,1,1,0,1,0,0.446,0,2,0,"red","null","null","cyan",1,2,0.805,0.519,0.774,0.359
"12557",63,"4",157,854,"red","cyan","red","cyan","left","middle_left","s","left","middle_left","1","0",0.815,0.505,0,0,1,1,1,0,1,1,0.31,0,2,0.005,"red","cyan","null","null",1,2,0.815,0.505,0.779,0.352
"12558",63,"4",158,790,"red","cyan","red","cyan","left","middle_right","s","left","middle_right","0","1",0.804,0.757,1,1,0,1,1,1,0,1,0.047,0,2,0,"red","null","cyan","null",1,2,0.804,0.508,0.757,0.361
"12559",63,"4",159,1250,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","1","0",0.509,0.805,0,0,0,1,1,1,0,0,0.296,0,2,0.005,"red","cyan","null","null",1,2,0.805,0.509,0.721,0.342
"12560",63,"4",160,807,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","0","1",0.738,0.52,1,0,0,1,1,1,0,1,0.218,0,2,0,"null","red","cyan","null",1,2,0.81,0.52,0.738,0.331
"12561",63,"4",161,814,"red","cyan","cyan","red","middle_right","right","k","right","middle_right","0","0",0.321,0.766,1,0,0,1,1,1,0,0,0.445,0,2,0,"null","null","red","cyan",1,2,0.81,0.52,0.766,0.321
"12562",63,"4",162,519,"red","cyan","cyan","red","middle_right","right","k","right","middle_right","0","0",0.304,0.733,1,1,0,1,1,1,1,0,0.429,0,2,0,"null","null","red","cyan",1,2,0.817,0.514,0.733,0.304
"12563",63,"4",163,1644,"red","cyan","red","cyan","middle_left","middle_right","f","middle_left","middle_right","1","0",0.531,0.687,0,0,0,1,1,0,1,0,0.156,0,2,0.005,"null","red","cyan","null",1,2,0.787,0.531,0.687,0.311
"12564",63,"4",164,582,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","1","1",0.519,0.691,0,1,0,1,1,1,1,0,0.172,0,2,0.005,"null","cyan","red","null",1,2,0.768,0.519,0.691,0.324
"12565",63,"4",165,1326,"red","cyan","cyan","red","right","left","s","left","right","0","1",0.765,0.357,1,0,0,1,1,0,0,1,0.408,0,2,0,"cyan","null","null","red",1,2,0.765,0.528,0.727,0.357
"12566",63,"4",166,882,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","1","0",0.512,0.768,1,0,0,1,1,1,0,0,0.256,0,2,0.005,"red","cyan","null","null",1,2,0.768,0.512,0.713,0.352
"12567",63,"4",167,1852,"red","cyan","cyan","red","left","right","k","right","left","1","1",0.312,0.772,1,0,0,1,1,0,1,0,0.46,0,2,0.005,"red","null","null","cyan",1,2,0.772,0.503,0.751,0.312
"12568",63,"4",168,804,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","1","1",0.492,0.813,1,0,0,1,1,0,1,0,0.321,0,2,0.005,"red","cyan","null","null",1,2,0.813,0.492,0.773,0.324
"12569",63,"4",169,2100,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","1",0.765,0.796,0,0,0,1,1,0,1,0,0.031,0,2,0.005,"cyan","null","red","null",1,2,0.796,0.49,0.765,0.361
"12570",63,"4",170,846,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","0","1",0.461,0.756,0,0,0,1,1,1,0,0,0.295,0,2,0,"null","cyan","red","null",1,2,0.807,0.461,0.756,0.344
"12571",63,"4",171,1158,"red","cyan","cyan","red","right","left","s","left","right","1","0",0.797,0.365,1,0,0,1,1,0,0,1,0.432,0,2,0.005,"cyan","null","null","red",1,2,0.797,0.412,0.683,0.365
"12572",63,"4",172,820,"red","cyan","red","cyan","left","right","s","left","right","1","1",0.772,0.344,0,1,0,1,1,1,1,1,0.428,0,2,0.005,"red","null","null","cyan",1,2,0.772,0.421,0.644,0.344
"12573",63,"4",173,2156,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.635,0.364,0,0,0,1,1,0,1,1,0.271,0,2,0.005,"null","null","cyan","red",1,2,0.751,0.428,0.635,0.364
"12574",63,"4",174,1099,"red","cyan","cyan","red","right","left","s","left","right","1","1",0.753,0.37,1,0,0,1,1,0,1,1,0.383,0,2,0.005,"cyan","null","null","red",1,2,0.753,0.452,0.632,0.37
"12575",63,"4",175,878,"red","cyan","red","cyan","left","middle_left","s","left","middle_left","1","1",0.765,0.481,0,1,0,1,1,1,0,1,0.284,0,2,0.005,"red","cyan","null","null",1,2,0.765,0.481,0.628,0.365
"12576",63,"4",176,1301,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","0","1",0.657,0.518,0,0,0,1,1,0,1,1,0.139,0,2,0,"null","red","cyan","null",1,2,0.792,0.518,0.657,0.369
"12577",63,"4",177,1421,"red","cyan","cyan","red","middle_right","right","k","right","middle_right","0","0",0.376,0.669,1,0,0,1,1,1,0,0,0.293,0,2,0,"null","null","red","cyan",1,2,0.771,0.511,0.669,0.376
"12578",63,"4",178,685,"red","cyan","cyan","red","middle_left","left","s","left","middle_left","1","0",0.771,0.501,1,0,0,1,1,0,0,1,0.27,0,2,0.005,"cyan","red","null","null",1,2,0.771,0.501,0.698,0.367
"12579",63,"4",179,580,"red","cyan","red","cyan","left","middle_left","s","left","middle_left","1","1",0.714,0.513,0,1,0,1,1,1,1,1,0.201,0,2,0.005,"red","cyan","null","null",1,2,0.714,0.513,0.717,0.315
"12580",63,"4",180,1045,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","1",0.718,0.294,1,0,0,1,1,0,0,1,0.424,0,2,0.005,"null","null","red","cyan",1,2,0.688,0.51,0.718,0.294
"12581",63,"4",181,956,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","0","1",0.733,0.499,1,1,0,1,1,1,0,1,0.234,0,2,0,"null","cyan","red","null",1,2,0.685,0.499,0.733,0.301
"12582",63,"4",182,965,"red","cyan","red","cyan","middle_left","middle_right","f","middle_left","middle_right","0","0",0.53,0.73,1,0,1,1,1,1,1,0,0.2,0,2,0,"null","red","cyan","null",1,2,0.705,0.53,0.73,0.293
"12583",63,"4",183,917,"red","cyan","red","cyan","right","middle_left","k","right","middle_left","1","0",0.271,0.55,1,0,0,1,1,1,0,0,0.279,0,2,0.005,"null","cyan","null","red",1,2,0.738,0.55,0.727,0.271
"12584",63,"4",184,570,"red","cyan","red","cyan","left","middle_left","s","left","middle_left","0","1",0.744,0.559,1,0,0,1,1,0,1,1,0.185,0,2,0,"red","cyan","null","null",1,2,0.744,0.559,0.71,0.277
"12585",63,"4",185,1061,"red","cyan","red","cyan","right","middle_right","k","right","middle_right","0","0",0.279,0.71,1,0,0,1,1,0,0,0,0.431,0,2,0,"null","null","cyan","red",1,2,0.74,0.54,0.71,0.279
"12586",63,"4",186,715,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","0","0",0.737,0.56,0,0,1,1,1,0,1,1,0.177,0,2,0,"null","red","cyan","null",1,2,0.754,0.56,0.737,0.306
"12587",63,"4",187,877,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","1","0",0.768,0.329,0,1,0,1,1,1,0,1,0.439,0,2,0.005,"null","null","red","cyan",1,2,0.758,0.551,0.768,0.329
"12588",63,"4",188,1371,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","0","1",0.746,0.766,1,1,0,1,1,1,0,0,0.02,0,2,0,"cyan","null","red","null",1,2,0.766,0.57,0.746,0.336
"12589",63,"4",189,1070,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","1","0",0.591,0.325,0,0,0,1,1,0,0,1,0.266,0,2,0.005,"null","cyan","null","red",1,2,0.742,0.591,0.75,0.325
"12590",63,"4",190,621,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","1","1",0.595,0.357,1,1,0,1,1,1,1,1,0.238,0,2,0.005,"null","cyan","null","red",1,2,0.727,0.595,0.745,0.357
"12591",63,"4",191,703,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","1","1",0.613,0.379,0,1,0,1,1,1,1,1,0.234,0,2,0.005,"null","red","null","cyan",1,2,0.742,0.613,0.731,0.379
"12592",63,"4",192,482,"red","cyan","red","cyan","middle_left","middle_right","f","middle_left","middle_right","1","1",0.609,0.739,1,1,0,1,1,1,0,0,0.13,0,2,0.005,"null","red","cyan","null",1,2,0.733,0.609,0.739,0.375
"12593",63,"4",193,1124,"red","cyan","cyan","red","middle_right","left","s","left","middle_right","0","1",0.694,0.694,0,0,0,1,1,0,1,0,0,0,2,0,"cyan","null","red","null",1,2,0.694,0.624,0.694,0.362
"12594",63,"4",194,903,"red","cyan","red","cyan","right","left","k","right","left","1","0",0.38,0.716,0,0,0,1,1,1,0,0,0.336,0,2,0.005,"cyan","null","null","red",1,2,0.716,0.625,0.701,0.38
"12595",63,"4",195,441,"red","cyan","red","cyan","right","middle_left","k","right","middle_left","0","1",0.344,0.609,1,1,0,1,1,1,0,0,0.265,0,2,0,"null","cyan","null","red",1,2,0.722,0.609,0.689,0.344
"12596",63,"4",196,565,"red","cyan","cyan","red","right","left","s","left","right","1","0",0.779,0.365,0,0,0,1,1,1,0,1,0.414,0,2,0.005,"cyan","null","null","red",1,2,0.779,0.591,0.638,0.365
"12597",63,"4",197,1020,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.662,0.347,1,0,0,1,1,0,1,1,0.315,0,2,0.005,"null","null","cyan","red",1,2,0.766,0.576,0.662,0.347
"12598",63,"4",198,818,"red","cyan","red","cyan","left","right","s","left","right","1","1",0.746,0.356,0,0,0,1,1,0,1,1,0.39,0,2,0.005,"red","null","null","cyan",1,2,0.746,0.59,0.647,0.356
"12599",63,"4",199,588,"red","cyan","red","cyan","left","right","s","left","right","0","1",0.72,0.372,1,1,0,1,1,1,1,1,0.348,0,2,0,"red","null","null","cyan",1,2,0.72,0.597,0.679,0.372
"12600",63,"4",200,1490,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","0","0",0.598,0.703,1,0,0,1,1,1,0,0,0.105,0,2,0,"cyan","red","null","null",1,2,0.703,0.598,0.695,0.379
"12601",64,"1",1,1713,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","1",NA,0.525,0.235,NA,NA,NA,NA,NA,NA,NA,1,0.29,0,0,0.005,"null","red","null","cyan",1,2,0.725,0.525,0.596,0.235
"12602",64,"1",2,2001,"red","cyan","cyan","red","right","left","s","left","right","0","1",0.738,0.24,0,0,0,1,1,0,1,1,0.498,0,0,0,"cyan","null","null","red",1,2,0.738,0.55,0.622,0.24
"12603",64,"1",3,1347,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","1","0",0.578,0.215,1,0,0,1,1,0,1,1,0.363,0,0,0.005,"null","cyan","null","red",1,2,0.749,0.578,0.623,0.215
"12604",64,"1",4,1340,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","1","1",0.625,0.563,1,0,0,1,1,1,0,1,0.0620000000000001,0,0,0.005,"null","red","cyan","null",1,2,0.715,0.563,0.625,0.202
"12605",64,"1",5,1062,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.637,0.725,1,1,0,1,1,1,0,0,0.088,0,0,0.005,"red","null","cyan","null",1,2,0.725,0.548,0.637,0.202
"12606",64,"1",6,864,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","1","1",0.658,0.549,1,1,0,1,1,1,0,1,0.109,0,0,0.005,"null","red","cyan","null",1,2,0.73,0.549,0.658,0.196
"12607",64,"1",7,571,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.721,0.712,1,1,0,1,1,1,0,1,0.00900000000000001,0,0,0.005,"red","null","cyan","null",1,2,0.712,0.564,0.721,0.215
"12608",64,"1",8,633,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","1",0.704,0.663,0,1,0,1,1,1,1,1,0.0409999999999999,0,0,0.005,"cyan","null","red","null",1,2,0.663,0.562,0.704,0.224
"12609",64,"1",9,477,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","1","1",0.694,0.596,1,1,0,1,1,1,0,1,0.098,0,0,0.005,"null","cyan","red","null",1,2,0.665,0.596,0.694,0.267
"12610",64,"1",10,1359,"red","cyan","cyan","red","right","left","s","left","right","0","1",0.697,0.297,0,0,0,1,1,0,0,1,0.4,0,0,0,"cyan","null","null","red",1,2,0.697,0.582,0.712,0.297
"12611",64,"1",11,638,"red","cyan","cyan","red","middle_left","right","k","right","middle_left","0","0",0.309,0.574,1,0,1,1,1,0,1,0,0.265,0,0,0,"null","red","null","cyan",1,2,0.711,0.574,0.734,0.309
"12612",64,"1",12,1520,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","1","0",0.576,0.734,1,0,1,1,1,0,1,0,0.158,0,0,0.005,"red","cyan","null","null",1,2,0.734,0.576,0.74,0.306
"12613",64,"1",13,480,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","0","1",0.59,0.742,0,1,0,1,1,1,1,0,0.152,0,0,0,"cyan","red","null","null",1,2,0.742,0.59,0.743,0.294
"12614",64,"1",14,1061,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","0",0.761,0.741,1,0,0,1,1,0,1,1,0.02,0,0,0.005,"cyan","null","red","null",1,2,0.741,0.603,0.761,0.288
"12615",64,"1",15,721,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.788,0.268,0,1,0,1,1,1,0,1,0.52,0,0,0.005,"null","null","cyan","red",1,2,0.7,0.612,0.788,0.268
"12616",64,"1",16,625,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","1","1",0.792,0.601,0,1,0,1,1,1,0,1,0.191,0,0,0.005,"null","cyan","red","null",1,2,0.706,0.601,0.792,0.271
"12617",64,"1",17,1345,"red","cyan","red","cyan","right","middle_left","k","right","middle_left","0","1",0.288,0.615,1,0,0,1,1,0,1,0,0.327,0,0,0,"null","cyan","null","red",1,2,0.697,0.615,0.797,0.288
"12618",64,"1",18,691,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","1","0",0.791,0.623,1,0,0,1,1,0,1,1,0.168,0,0,0.005,"null","cyan","red","null",1,2,0.712,0.623,0.791,0.277
"12619",64,"1",19,492,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.787,0.286,0,1,0,1,1,1,0,1,0.501,0,0,0.005,"null","null","cyan","red",1,2,0.73,0.589,0.787,0.286
"12620",64,"1",20,492,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","1","1",0.612,0.312,0,0,0,1,1,0,1,1,0.3,0,0,0.005,"null","red","null","cyan",1,2,0.745,0.612,0.774,0.312
"12621",64,"1",21,631,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","1","1",0.59,0.312,0,1,0,1,1,1,1,1,0.278,0,0,0.005,"null","cyan","null","red",1,2,0.734,0.59,0.799,0.312
"12622",64,"1",22,694,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.769,0.357,1,0,0,1,1,0,1,1,0.412,0,0,0.005,"null","null","cyan","red",1,2,0.73,0.588,0.769,0.357
"12623",64,"1",23,477,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","1",0.777,0.733,0,1,0,1,1,1,0,1,0.044,0,0,0.005,"cyan","null","red","null",1,2,0.733,0.591,0.777,0.362
"12624",64,"1",24,521,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.739,0.719,0,1,0,1,1,1,1,1,0.02,0,0,0.005,"red","null","cyan","null",1,2,0.719,0.622,0.739,0.358
"12625",64,"1",25,544,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","1","1",0.77,0.609,1,1,0,1,1,1,0,1,0.161,0,0,0.005,"null","red","cyan","null",1,2,0.698,0.609,0.77,0.32
"12626",64,"1",26,1412,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","1","1",0.632,0.322,0,0,1,1,1,0,1,1,0.31,0,0,0.005,"null","red","null","cyan",1,2,0.695,0.632,0.797,0.322
"12627",64,"1",27,832,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","0","1",0.623,0.301,1,1,0,1,1,1,1,1,0.322,0,0,0,"null","red","null","cyan",1,2,0.721,0.623,0.828,0.301
"12628",64,"1",28,478,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","1","0",0.85,0.576,1,0,0,1,1,1,0,1,0.274,0,0,0.005,"null","cyan","red","null",1,2,0.687,0.576,0.85,0.275
"12629",64,"1",29,791,"red","cyan","cyan","red","left","right","k","right","left","0","1",0.269,0.668,0,0,0,1,1,0,0,0,0.399,0,0,0,"red","null","null","cyan",1,2,0.668,0.585,0.85,0.269
"12630",64,"1",30,1209,"red","cyan","cyan","red","right","left","s","left","right","1","0",0.707,0.274,1,0,1,1,1,1,1,1,0.433,0,0,0.005,"cyan","null","null","red",1,2,0.707,0.559,0.85,0.274
"12631",64,"1",31,992,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","1","1",0.556,0.664,1,0,0,1,1,1,0,0,0.108,0,0,0.005,"red","cyan","null","null",1,2,0.664,0.556,0.85,0.279
"12632",64,"1",32,793,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","1","1",0.85,0.544,1,0,0,1,1,1,0,1,0.306,0,0,0.005,"null","red","cyan","null",1,2,0.644,0.544,0.85,0.294
