"","subject","block","trial","rt","card1","card2","ch_card","unch_card","key1","key2","response_key","ch_key","unch_key","reward","reward_oneback","prob_ch","prob_unch","stay_card","stay_key","stay_unch","reoffer_ch_card","reoffer_unch_card","reoffer_ch_key","reoffer_unch_key","accuracy","delta_exp_value","number_inattention","instructions_mistakes","bonus","card_in_left","card_in_middle_left","card_in_middle_right","card_in_right","counterbalance_reward","counterbalance_stimuli","prob_reward_1","prob_reward_2","prob_reward_3","prob_reward_4","exclude_trial_omission","exclude_inattention"
"2086",11,"4",154,624,"red","cyan","cyan","red","middle_left","left","s","left","middle_left","0","1",0.188,0.485,0,1,0,1,1,1,0,0,0.297,0,1,0,"cyan","red","null","null",2,2,0.188,0.485,0.776,0.425,FALSE,FALSE
"2087",11,"4",155,709,"red","cyan","red","cyan","middle_left","middle_right","f","middle_left","middle_right","1","0",0.506,0.794,0,0,1,1,1,0,1,0,0.288,0,1,0.005,"null","red","cyan","null",2,2,0.199,0.506,0.794,0.408,FALSE,FALSE
"2088",11,"4",156,537,"red","cyan","red","cyan","right","middle_right","k","right","middle_right","0","1",0.405,0.775,1,0,0,1,1,0,1,0,0.37,0,1,0,"null","null","cyan","red",2,2,0.194,0.507,0.775,0.405,FALSE,FALSE
"2089",11,"4",157,778,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","1","0",0.801,0.533,1,0,1,1,1,0,1,1,0.268,0,1,0.005,"null","cyan","red","null",2,2,0.202,0.533,0.801,0.416,FALSE,FALSE
"2090",11,"4",158,791,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","0","1",0.524,0.4,1,0,1,1,1,0,1,1,0.124,0,1,0,"null","red","null","cyan",2,2,0.162,0.524,0.821,0.4,FALSE,FALSE
"2091",11,"4",159,669,"red","cyan","cyan","red","middle_left","middle_right","h","middle_right","middle_left","1","0",0.843,0.542,0,0,0,1,1,1,0,1,0.301,0,1,0.005,"null","red","cyan","null",2,2,0.164,0.542,0.843,0.356,FALSE,FALSE
"2092",11,"4",160,501,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","1","1",0.826,0.156,0,1,0,1,1,1,0,1,0.67,0,1,0.005,"cyan","null","red","null",2,2,0.156,0.547,0.826,0.33,FALSE,FALSE
"2093",11,"4",161,611,"red","cyan","red","cyan","middle_right","right","h","middle_right","right","0","1",0.807,0.327,1,1,0,1,1,1,0,1,0.48,0,1,0,"null","null","red","cyan",2,2,0.169,0.535,0.807,0.327,FALSE,FALSE
"2094",11,"4",162,523,"red","cyan","cyan","red","right","left","s","left","right","0","0",0.167,0.292,0,0,0,1,1,0,1,0,0.125,0,1,0,"cyan","null","null","red",2,2,0.167,0.565,0.79,0.292,FALSE,FALSE
"2095",11,"4",163,495,"red","cyan","cyan","red","left","right","k","right","left","0","0",0.29,0.174,1,0,1,1,1,1,1,1,0.116,0,1,0,"red","null","null","cyan",2,2,0.174,0.58,0.788,0.29,FALSE,FALSE
"2096",11,"4",164,740,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","1","0",0.6,0.291,1,0,0,1,1,1,0,1,0.309,0,1,0.005,"null","cyan","null","red",2,2,0.15,0.6,0.769,0.291,FALSE,FALSE
"2097",11,"4",165,511,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","0","1",0.603,0.29,1,1,0,1,1,1,1,1,0.313,0,1,0,"null","cyan","null","red",2,2,0.164,0.603,0.775,0.29,FALSE,FALSE
"2098",11,"4",166,532,"red","cyan","cyan","red","middle_left","left","s","left","middle_left","0","0",0.172,0.614,1,0,0,1,1,1,0,0,0.442,0,1,0,"cyan","red","null","null",2,2,0.172,0.614,0.76,0.298,FALSE,FALSE
"2099",11,"4",167,693,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","0","0",0.777,0.291,1,0,0,1,1,0,0,1,0.486,0,1,0,"null","null","cyan","red",2,2,0.176,0.608,0.777,0.291,FALSE,FALSE
"2100",11,"4",168,495,"red","cyan","red","cyan","right","middle_left","k","right","middle_left","0","0",0.252,0.594,0,0,1,1,1,0,1,0,0.342,0,1,0,"null","cyan","null","red",2,2,0.175,0.594,0.787,0.252,FALSE,FALSE
"2101",11,"4",169,640,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","0",0.769,0.279,0,0,0,1,1,1,0,1,0.49,0,1,0.005,"null","null","cyan","red",2,2,0.162,0.608,0.769,0.279,FALSE,FALSE
"2102",11,"4",170,472,"red","cyan","cyan","red","left","middle_left","f","middle_left","left","1","1",0.595,0.181,1,0,0,1,1,0,0,1,0.414,0,1,0.005,"red","cyan","null","null",2,2,0.181,0.595,0.788,0.284,FALSE,FALSE
"2103",11,"4",171,472,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.794,0.198,1,0,0,1,1,0,1,1,0.596,0,1,0.005,"red","null","cyan","null",2,2,0.198,0.602,0.794,0.318,FALSE,FALSE
"2104",11,"4",172,714,"red","cyan","cyan","red","middle_right","left","s","left","middle_right","0","1",0.236,0.794,1,0,1,1,1,1,1,0,0.558,0,1,0,"cyan","null","red","null",2,2,0.236,0.574,0.794,0.294,FALSE,FALSE
"2105",11,"4",173,483,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","0","0",0.799,0.575,0,0,1,1,1,0,1,1,0.224,0,1,0,"null","cyan","red","null",2,2,0.22,0.575,0.799,0.3,FALSE,FALSE
"2106",11,"4",174,528,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","0","0",0.557,0.784,0,0,1,1,1,1,1,0,0.227,0,1,0,"null","cyan","red","null",2,2,0.212,0.557,0.784,0.32,FALSE,FALSE
"2107",11,"4",175,854,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","0","0",0.563,0.201,0,1,0,1,1,1,0,1,0.362,0,1,0,"cyan","red","null","null",2,2,0.201,0.563,0.827,0.319,FALSE,FALSE
"2108",11,"4",176,751,"red","cyan","red","cyan","left","middle_right","s","left","middle_right","0","0",0.181,0.847,1,0,1,1,1,0,1,0,0.666,0,1,0,"red","null","cyan","null",2,2,0.181,0.557,0.847,0.319,FALSE,FALSE
"2109",11,"4",177,461,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","0",0.818,0.15,0,0,1,1,1,1,1,1,0.668,0,1,0.005,"red","null","cyan","null",2,2,0.15,0.559,0.818,0.334,FALSE,FALSE
"2110",11,"4",178,493,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","1",0.813,0.158,1,1,0,1,1,1,1,1,0.655,0,1,0.005,"red","null","cyan","null",2,2,0.158,0.564,0.813,0.329,FALSE,FALSE
"2111",11,"4",179,883,"red","cyan","red","cyan","right","middle_left","k","right","middle_left","0","1",0.334,0.567,0,0,0,1,1,0,0,0,0.233,0,1,0,"null","cyan","null","red",2,2,0.204,0.567,0.809,0.334,FALSE,FALSE
"2112",11,"4",180,750,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","0",0.8,0.227,0,0,0,1,1,0,0,1,0.573,0,1,0.005,"red","null","cyan","null",2,2,0.227,0.593,0.8,0.314,FALSE,FALSE
"2113",11,"4",181,471,"red","cyan","cyan","red","right","middle_right","h","middle_right","right","1","1",0.812,0.334,1,1,0,1,1,1,0,1,0.478,0,1,0.005,"null","null","cyan","red",2,2,0.223,0.587,0.812,0.334,FALSE,FALSE
"2114",11,"4",182,1101,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","1","1",0.607,0.821,1,0,0,1,1,1,0,0,0.214,0,1,0.005,"null","cyan","red","null",2,2,0.221,0.607,0.821,0.312,FALSE,FALSE
"2115",11,"4",183,889,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","0","1",0.572,0.221,0,1,0,1,1,1,0,1,0.351,0,1,0,"cyan","red","null","null",2,2,0.221,0.572,0.777,0.31,FALSE,FALSE
"2116",11,"4",184,591,"red","cyan","cyan","red","middle_right","left","s","left","middle_right","0","0",0.238,0.744,0,0,1,1,1,0,1,0,0.506,0,1,0,"cyan","null","red","null",2,2,0.238,0.573,0.744,0.319,FALSE,FALSE
"2117",11,"4",185,576,"red","cyan","cyan","red","middle_right","middle_left","f","middle_left","middle_right","0","0",0.609,0.756,1,0,0,1,1,0,1,0,0.147,0,1,0,"null","cyan","red","null",2,2,0.236,0.609,0.756,0.295,FALSE,FALSE
"2118",11,"4",186,1560,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","1","0",0.629,0.256,0,1,0,1,1,1,0,1,0.373,0,1,0.005,"cyan","red","null","null",2,2,0.256,0.629,0.778,0.293,FALSE,FALSE
"2119",11,"4",187,695,"red","cyan","red","cyan","middle_left","middle_right","f","middle_left","middle_right","1","1",0.59,0.767,1,1,0,1,1,1,0,0,0.177,0,1,0.005,"null","red","cyan","null",2,2,0.272,0.59,0.767,0.327,FALSE,FALSE
"2120",11,"4",188,573,"red","cyan","red","cyan","left","right","s","left","right","0","1",0.279,0.297,1,0,0,1,1,0,0,0,0.018,0,1,0,"red","null","null","cyan",2,2,0.279,0.566,0.775,0.297,FALSE,FALSE
"2121",11,"4",189,479,"red","cyan","cyan","red","middle_left","right","k","right","middle_left","0","0",0.285,0.568,0,0,1,1,1,0,1,0,0.283,0,1,0,"null","red","null","cyan",2,2,0.246,0.568,0.784,0.285,FALSE,FALSE
"2122",11,"4",190,563,"red","cyan","red","cyan","middle_left","right","f","middle_left","right","1","0",0.573,0.287,0,0,1,1,1,1,1,1,0.286,0,1,0.005,"null","red","null","cyan",2,2,0.226,0.573,0.782,0.287,FALSE,FALSE
"2123",11,"4",191,884,"red","cyan","red","cyan","right","middle_left","k","right","middle_left","1","1",0.286,0.556,1,0,1,1,1,1,1,0,0.27,0,1,0.005,"null","cyan","null","red",2,2,0.259,0.556,0.761,0.286,FALSE,FALSE
"2124",11,"4",192,1797,"red","cyan","red","cyan","left","middle_right","s","left","middle_right","0","1",0.274,0.752,1,0,0,1,1,0,0,0,0.478,0,1,0,"red","null","cyan","null",2,2,0.274,0.561,0.752,0.295,FALSE,FALSE
"2125",11,"4",193,783,"red","cyan","red","cyan","middle_left","left","f","middle_left","left","1","0",0.524,0.257,1,0,0,1,1,1,0,1,0.267,0,1,0.005,"cyan","red","null","null",2,2,0.257,0.524,0.747,0.27,FALSE,FALSE
"2126",11,"4",194,633,"red","cyan","red","cyan","middle_left","middle_right","f","middle_left","middle_right","1","1",0.493,0.768,1,1,0,1,1,1,0,0,0.275,0,1,0.005,"null","red","cyan","null",2,2,0.26,0.493,0.768,0.266,FALSE,FALSE
"2127",11,"4",195,605,"red","cyan","red","cyan","left","middle_left","s","left","middle_left","0","1",0.278,0.497,1,0,0,1,1,1,0,0,0.219,0,1,0,"red","cyan","null","null",2,2,0.278,0.497,0.803,0.265,FALSE,FALSE
"2128",11,"4",196,884,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","0","0",0.478,0.244,0,0,1,1,1,0,1,1,0.234,0,1,0,"null","cyan","null","red",2,2,0.282,0.478,0.806,0.244,FALSE,FALSE
"2129",11,"4",197,798,"red","cyan","cyan","red","left","middle_right","h","middle_right","left","1","0",0.77,0.273,1,0,0,1,1,0,0,1,0.497,0,1,0.005,"red","null","cyan","null",2,2,0.273,0.48,0.77,0.251,FALSE,FALSE
"2130",11,"4",198,1420,"red","cyan","red","cyan","middle_right","left","h","middle_right","left","0","1",0.781,0.278,0,1,0,1,1,1,1,1,0.503,0,1,0,"cyan","null","red","null",2,2,0.278,0.49,0.781,0.225,FALSE,FALSE
"2131",11,"4",199,722,"red","cyan","cyan","red","right","middle_left","f","middle_left","right","0","0",0.522,0.262,0,0,0,1,1,0,0,1,0.26,0,1,0,"null","cyan","null","red",2,2,0.278,0.522,0.768,0.262,FALSE,FALSE
"2132",11,"4",200,710,"red","cyan","red","cyan","middle_right","middle_left","h","middle_right","middle_left","1","0",0.787,0.529,0,0,0,1,1,1,0,1,0.258,0,1,0.005,"null","cyan","red","null",2,2,0.278,0.529,0.787,0.241,FALSE,FALSE
"2133",12,"1",2,731,"blue","orange","blue","orange","middle_left","left","f","middle_left","left","1","0",0.579,0.554,0,1,0,1,1,1,1,1,0.0249999999999999,0,8,0.005,"orange","blue","null","null",2,1,0.554,0.579,0.655,0.15,FALSE,FALSE
"2134",12,"1",3,896,"blue","orange","blue","orange","middle_right","left","h","middle_right","left","1","1",0.644,0.585,1,0,0,1,1,0,1,1,0.0590000000000001,0,8,0.005,"orange","null","blue","null",2,1,0.585,0.557,0.644,0.15,FALSE,FALSE
"2135",12,"1",4,1243,"blue","orange","blue","orange","right","middle_right","k","right","middle_right","0","1",0.152,0.654,1,0,0,1,1,1,0,0,0.502,0,8,0,"null","null","orange","blue",2,1,0.564,0.517,0.654,0.152,FALSE,FALSE
"2136",12,"1",5,854,"blue","orange","blue","orange","middle_left","left","f","middle_left","left","1","0",0.53,0.572,1,0,0,1,1,0,0,0,0.0419999999999999,0,8,0.005,"orange","blue","null","null",2,1,0.572,0.53,0.626,0.15,FALSE,FALSE
"2137",12,"1",6,1047,"blue","orange","orange","blue","left","right","k","right","left","0","1",0.157,0.567,0,0,0,1,1,0,1,0,0.41,0,8,0,"blue","null","null","orange",2,1,0.567,0.503,0.67,0.157,FALSE,FALSE
"2138",12,"1",7,1016,"blue","orange","blue","orange","middle_right","left","h","middle_right","left","1","0",0.652,0.534,0,0,0,1,1,0,1,1,0.118,0,8,0.005,"orange","null","blue","null",2,1,0.534,0.528,0.652,0.164,FALSE,FALSE
"2139",12,"1",8,687,"blue","orange","blue","orange","middle_right","middle_left","h","middle_right","middle_left","1","1",0.63,0.533,1,1,0,1,1,1,0,1,0.097,0,8,0.005,"null","orange","blue","null",2,1,0.54,0.533,0.63,0.153,FALSE,FALSE
"2140",12,"1",9,749,"blue","orange","blue","orange","right","middle_right","k","right","middle_right","0","1",0.15,0.61,1,0,0,1,1,1,0,0,0.46,0,8,0,"null","null","orange","blue",2,1,0.54,0.519,0.61,0.15,FALSE,FALSE
"2141",12,"1",10,729,"blue","orange","blue","orange","left","middle_right","s","left","middle_right","1","0",0.515,0.593,1,0,0,1,1,0,1,0,0.078,0,8,0.005,"blue","null","orange","null",2,1,0.515,0.542,0.593,0.166,FALSE,FALSE
"2142",12,"1",11,554,"blue","orange","blue","orange","left","middle_right","s","left","middle_right","1","1",0.505,0.591,1,1,0,1,1,1,1,0,0.086,0,8,0.005,"blue","null","orange","null",2,1,0.505,0.566,0.591,0.179,FALSE,FALSE
"2143",12,"1",12,1063,"blue","orange","orange","blue","left","middle_right","h","middle_right","left","1","1",0.59,0.509,0,0,1,1,1,1,1,1,0.081,0,8,0.005,"blue","null","orange","null",2,1,0.509,0.579,0.59,0.178,FALSE,FALSE
"2144",12,"1",13,792,"blue","orange","blue","orange","left","middle_left","s","left","middle_left","1","1",0.507,0.594,0,0,1,1,1,0,1,0,0.087,0,8,0.005,"blue","orange","null","null",2,1,0.507,0.594,0.627,0.215,FALSE,FALSE
"2145",12,"1",14,958,"blue","orange","blue","orange","left","right","s","left","right","1","1",0.521,0.182,1,1,0,1,1,1,0,1,0.339,0,8,0.005,"blue","null","null","orange",2,1,0.521,0.603,0.643,0.182,FALSE,FALSE
"2146",12,"1",15,810,"blue","orange","orange","blue","left","middle_left","f","middle_left","left","0","1",0.608,0.506,0,0,0,1,1,1,0,1,0.102,0,8,0,"blue","orange","null","null",2,1,0.506,0.608,0.658,0.189,FALSE,FALSE
"2147",12,"1",16,657,"blue","orange","orange","blue","right","left","s","left","right","1","0",0.467,0.182,1,0,1,1,1,0,1,1,0.285,0,8,0.005,"orange","null","null","blue",2,1,0.467,0.64,0.689,0.182,FALSE,FALSE
"2148",12,"1",17,792,"blue","orange","orange","blue","left","middle_right","h","middle_right","left","1","1",0.669,0.448,1,0,0,1,1,1,0,1,0.221,0,8,0.005,"blue","null","orange","null",2,1,0.448,0.587,0.669,0.185,FALSE,FALSE
"2149",12,"1",18,583,"blue","orange","blue","orange","right","middle_right","k","right","middle_right","0","1",0.194,0.651,0,0,0,1,1,1,0,0,0.457,0,8,0,"null","null","orange","blue",2,1,0.421,0.59,0.651,0.194,FALSE,FALSE
"2150",12,"1",19,537,"blue","orange","blue","orange","left","middle_right","s","left","middle_right","1","0",0.426,0.683,1,0,0,1,1,0,1,0,0.257,0,8,0.005,"blue","null","orange","null",2,1,0.426,0.582,0.683,0.181,FALSE,FALSE
"2151",12,"1",20,926,"blue","orange","blue","orange","middle_left","left","f","middle_left","left","1","1",0.602,0.417,1,0,0,1,1,1,0,1,0.185,0,8,0.005,"orange","blue","null","null",2,1,0.417,0.602,0.708,0.225,FALSE,FALSE
"2152",12,"1",21,658,"blue","orange","blue","orange","left","middle_right","s","left","middle_right","1","1",0.431,0.679,1,0,1,1,1,0,1,0,0.248,0,8,0.005,"blue","null","orange","null",2,1,0.431,0.591,0.679,0.199,FALSE,FALSE
"2153",12,"1",22,839,"blue","orange","orange","blue","right","middle_left","f","middle_left","right","0","1",0.572,0.196,0,0,0,1,1,0,0,1,0.376,0,8,0,"null","orange","null","blue",2,1,0.421,0.572,0.7,0.196,FALSE,FALSE
"2154",12,"1",23,659,"blue","orange","blue","orange","middle_right","middle_left","h","middle_right","middle_left","1","0",0.703,0.518,0,0,0,1,1,1,0,1,0.185,0,8,0.005,"null","orange","blue","null",2,1,0.434,0.518,0.703,0.167,FALSE,FALSE
"2155",12,"1",24,552,"blue","orange","blue","orange","right","left","k","right","left","1","1",0.152,0.44,1,0,0,1,1,0,0,0,0.288,0,8,0.005,"orange","null","null","blue",2,1,0.44,0.495,0.721,0.152,FALSE,FALSE
"2156",12,"1",25,583,"blue","orange","blue","orange","left","right","s","left","right","1","1",0.433,0.163,1,0,1,1,1,1,1,1,0.27,0,8,0.005,"blue","null","null","orange",2,1,0.433,0.48,0.736,0.163,FALSE,FALSE
"2157",12,"1",26,643,"blue","orange","orange","blue","middle_right","left","s","left","middle_right","0","1",0.454,0.742,0,1,0,1,1,1,0,0,0.288,0,8,0,"orange","null","blue","null",2,1,0.454,0.475,0.742,0.193,FALSE,FALSE
"2158",12,"1",27,538,"blue","orange","orange","blue","middle_left","middle_right","h","middle_right","middle_left","1","0",0.743,0.482,1,0,1,1,1,0,1,1,0.261,0,8,0.005,"null","blue","orange","null",2,1,0.473,0.482,0.743,0.196,FALSE,FALSE
"2159",12,"1",28,615,"blue","orange","orange","blue","middle_right","right","k","right","middle_right","0","1",0.204,0.785,1,0,0,1,1,1,0,0,0.581,0,8,0,"null","null","blue","orange",2,1,0.456,0.523,0.785,0.204,FALSE,FALSE
"2160",12,"1",29,492,"blue","orange","blue","orange","middle_right","left","h","middle_right","left","1","0",0.765,0.452,0,0,1,1,1,0,1,1,0.313,0,8,0.005,"orange","null","blue","null",2,1,0.452,0.517,0.765,0.193,FALSE,FALSE
"2161",12,"1",30,954,"blue","orange","blue","orange","right","middle_left","k","right","middle_left","0","1",0.199,0.504,1,0,0,1,1,0,0,0,0.305,0,8,0,"null","orange","null","blue",2,1,0.456,0.504,0.769,0.199,FALSE,FALSE
"2162",12,"1",31,686,"blue","orange","orange","blue","middle_right","right","k","right","middle_right","0","0",0.194,0.807,0,1,0,1,1,1,0,0,0.613,0,8,0,"null","null","blue","orange",2,1,0.453,0.512,0.807,0.194,FALSE,FALSE
"2163",12,"1",32,793,"blue","orange","blue","orange","middle_left","middle_right","f","middle_left","middle_right","1","0",0.481,0.795,0,0,0,1,1,0,1,0,0.314,0,8,0.005,"null","blue","orange","null",2,1,0.454,0.481,0.795,0.206,FALSE,FALSE
"2164",12,"1",33,809,"blue","orange","blue","orange","middle_left","middle_right","f","middle_left","middle_right","0","1",0.51,0.769,1,1,0,1,1,1,1,0,0.259,0,8,0,"null","blue","orange","null",2,1,0.45,0.51,0.769,0.188,FALSE,FALSE
"2165",12,"1",34,868,"blue","orange","orange","blue","right","middle_right","h","middle_right","right","0","0",0.73,0.172,0,0,1,1,1,0,1,1,0.558,0,8,0,"null","null","orange","blue",2,1,0.451,0.556,0.73,0.172,FALSE,FALSE
"2166",12,"1",35,792,"blue","orange","blue","orange","middle_left","right","f","middle_left","right","0","0",0.577,0.166,0,0,0,1,1,0,1,1,0.411,0,8,0,"null","blue","null","orange",2,1,0.459,0.577,0.717,0.166,FALSE,FALSE
"2167",12,"1",36,656,"blue","orange","orange","blue","middle_right","left","s","left","middle_right","0","0",0.432,0.684,0,0,0,1,1,0,0,0,0.252,0,8,0,"orange","null","blue","null",2,1,0.432,0.566,0.684,0.15,FALSE,FALSE
"2168",12,"1",37,568,"blue","orange","orange","blue","middle_right","left","s","left","middle_right","1","0",0.448,0.688,1,1,0,1,1,1,1,0,0.24,0,8,0.005,"orange","null","blue","null",2,1,0.448,0.547,0.688,0.15,FALSE,FALSE
"2169",12,"1",38,596,"blue","orange","orange","blue","middle_right","middle_left","f","middle_left","middle_right","1","1",0.55,0.669,1,0,0,1,1,0,1,0,0.119,0,8,0.005,"null","orange","blue","null",2,1,0.415,0.55,0.669,0.15,FALSE,FALSE
"2170",12,"1",39,523,"blue","orange","orange","blue","middle_right","left","s","left","middle_right","0","1",0.402,0.706,1,0,0,1,1,0,1,0,0.304,0,8,0,"orange","null","blue","null",2,1,0.402,0.534,0.706,0.15,FALSE,FALSE
"2171",12,"1",40,566,"blue","orange","blue","orange","middle_left","right","f","middle_left","right","1","0",0.548,0.162,0,0,0,1,1,0,0,1,0.386,0,8,0.005,"null","blue","null","orange",2,1,0.388,0.548,0.736,0.162,FALSE,FALSE
"2172",12,"1",41,614,"blue","orange","blue","orange","left","right","s","left","right","1","1",0.376,0.153,1,0,0,1,1,0,1,1,0.223,0,8,0.005,"blue","null","null","orange",2,1,0.376,0.537,0.709,0.153,FALSE,FALSE
"2173",12,"1",42,882,"blue","orange","blue","orange","right","middle_left","k","right","middle_left","0","1",0.163,0.519,1,0,1,1,1,0,1,0,0.356,0,8,0,"null","orange","null","blue",2,1,0.395,0.519,0.705,0.163,FALSE,FALSE
"2174",12,"1",43,689,"blue","orange","orange","blue","middle_left","right","k","right","middle_left","0","0",0.15,0.501,0,1,0,1,1,1,1,0,0.351,0,8,0,"null","blue","null","orange",2,1,0.405,0.501,0.677,0.15,FALSE,FALSE
"2175",12,"1",44,838,"blue","orange","blue","orange","middle_right","left","h","middle_right","left","1","0",0.672,0.395,0,0,0,1,1,0,0,1,0.277,0,8,0.005,"orange","null","blue","null",2,1,0.395,0.506,0.672,0.15,FALSE,FALSE
"2176",12,"1",45,613,"blue","orange","blue","orange","middle_left","right","f","middle_left","right","1","1",0.507,0.165,1,0,0,1,1,0,0,1,0.342,0,8,0.005,"null","blue","null","orange",2,1,0.381,0.507,0.692,0.165,FALSE,FALSE
"2177",12,"1",46,807,"blue","orange","blue","orange","middle_left","middle_right","f","middle_left","middle_right","0","1",0.495,0.692,1,1,0,1,1,1,0,0,0.197,0,8,0,"null","blue","orange","null",2,1,0.382,0.495,0.692,0.165,FALSE,FALSE
"2178",12,"1",47,522,"blue","orange","blue","orange","left","middle_left","s","left","middle_left","1","0",0.392,0.462,1,0,0,1,1,1,0,0,0.07,0,8,0.005,"blue","orange","null","null",2,1,0.392,0.462,0.682,0.15,FALSE,FALSE
"2179",12,"1",48,719,"blue","orange","orange","blue","middle_left","left","s","left","middle_left","0","1",0.389,0.474,0,1,0,1,1,1,1,0,0.085,0,8,0,"orange","blue","null","null",2,1,0.389,0.474,0.682,0.15,FALSE,FALSE
"2180",12,"1",49,582,"blue","orange","blue","orange","middle_right","left","h","middle_right","left","1","0",0.689,0.392,0,0,0,1,1,1,0,1,0.297,0,8,0.005,"orange","null","blue","null",2,1,0.392,0.458,0.689,0.161,FALSE,FALSE
"2181",12,"1",50,658,"blue","orange","blue","orange","right","left","k","right","left","0","1",0.183,0.342,1,0,0,1,1,0,1,0,0.159,0,8,0,"orange","null","null","blue",2,1,0.342,0.466,0.697,0.183,FALSE,FALSE
"2182",12,"2",51,697,"blue","orange","blue","orange","middle_right","left","h","middle_right","left","1","0",0.691,0.362,1,0,0,1,1,0,1,1,0.329,0,8,0.005,"orange","null","blue","null",2,1,0.362,0.45,0.691,0.175,FALSE,FALSE
"2183",12,"2",52,507,"blue","orange","blue","orange","middle_left","right","f","middle_left","right","0","1",0.468,0.191,1,0,0,1,1,0,0,1,0.277,0,8,0,"null","blue","null","orange",2,1,0.337,0.468,0.704,0.191,FALSE,FALSE
"2184",12,"2",53,493,"blue","orange","blue","orange","middle_left","left","f","middle_left","left","1","0",0.474,0.367,1,1,0,1,1,1,0,1,0.107,0,8,0.005,"orange","blue","null","null",2,1,0.367,0.474,0.689,0.179,FALSE,FALSE
"2185",12,"2",54,586,"blue","orange","blue","orange","middle_right","right","h","middle_right","right","0","1",0.651,0.18,1,0,0,1,1,0,0,1,0.471,0,8,0,"null","null","blue","orange",2,1,0.365,0.475,0.651,0.18,FALSE,FALSE
"2186",12,"2",55,654,"blue","orange","blue","orange","left","right","s","left","right","1","0",0.357,0.203,1,0,0,1,1,0,1,1,0.154,0,8,0.005,"blue","null","null","orange",2,1,0.357,0.517,0.675,0.203,FALSE,FALSE
"2187",12,"2",56,581,"blue","orange","blue","orange","middle_left","middle_right","f","middle_left","middle_right","1","1",0.51,0.686,1,0,0,1,1,0,0,0,0.176,0,8,0.005,"null","blue","orange","null",2,1,0.347,0.51,0.686,0.22,FALSE,FALSE
"2188",12,"2",57,583,"blue","orange","blue","orange","middle_left","middle_right","f","middle_left","middle_right","0","1",0.503,0.711,1,1,0,1,1,1,1,0,0.208,0,8,0,"null","blue","orange","null",2,1,0.306,0.503,0.711,0.229,FALSE,FALSE
"2189",12,"2",58,627,"blue","orange","orange","blue","right","middle_left","f","middle_left","right","1","0",0.51,0.228,0,1,0,1,1,1,0,1,0.282,0,8,0.005,"null","orange","null","blue",2,1,0.283,0.51,0.751,0.228,FALSE,FALSE
"2190",12,"2",59,478,"blue","orange","blue","orange","middle_left","middle_right","f","middle_left","middle_right","1","1",0.499,0.735,0,1,0,1,1,1,0,0,0.236,0,8,0.005,"null","blue","orange","null",2,1,0.277,0.499,0.735,0.296,FALSE,FALSE
"2191",12,"2",60,776,"blue","orange","orange","blue","middle_right","middle_left","f","middle_left","middle_right","1","1",0.532,0.745,0,1,0,1,1,1,1,0,0.213,0,8,0.005,"null","orange","blue","null",2,1,0.285,0.532,0.745,0.285,FALSE,FALSE
"2192",12,"2",61,599,"blue","orange","blue","orange","right","left","k","right","left","0","1",0.309,0.338,0,0,0,1,1,0,0,0,0.029,0,8,0,"orange","null","null","blue",2,1,0.338,0.52,0.733,0.309,FALSE,FALSE
"2193",12,"2",62,598,"blue","orange","orange","blue","middle_left","middle_right","h","middle_right","middle_left","1","0",0.74,0.541,0,0,0,1,1,0,0,1,0.199,0,8,0.005,"null","blue","orange","null",2,1,0.311,0.541,0.74,0.303,FALSE,FALSE
"2194",12,"2",63,447,"blue","orange","orange","blue","right","middle_right","h","middle_right","right","1","1",0.757,0.286,1,1,0,1,1,1,0,1,0.471,0,8,0.005,"null","null","orange","blue",2,1,0.327,0.521,0.757,0.286,FALSE,FALSE
"2195",12,"2",64,553,"blue","orange","blue","orange","middle_right","right","h","middle_right","right","1","1",0.739,0.303,0,1,0,1,1,1,1,1,0.436,0,8,0.005,"null","null","blue","orange",2,1,0.311,0.558,0.739,0.303,FALSE,FALSE
"2196",12,"2",65,658,"blue","orange","blue","orange","right","left","k","right","left","1","1",0.314,0.306,1,0,1,1,1,0,1,1,0.00800000000000001,0,8,0.005,"orange","null","null","blue",2,1,0.306,0.546,0.74,0.314,FALSE,FALSE
